Log Date and Time Mon, 26 May 2008 04:15:29
Ambient Kiln Date Date2Num

(4131, '112.10', '194.32', 'Sun, 25 May 2008 13:40:58', '733187.57012355537')
(4132, '112.10', '194.32', 'Sun, 25 May 2008 13:41:01', '733187.57015818765')
(4133, '112.10', '194.32', 'Sun, 25 May 2008 13:41:04', '733187.57019299443')
(4134, '112.10', '193.62', 'Sun, 25 May 2008 13:41:07', '733187.57022762659')
(4135, '112.10', '194.32', 'Sun, 25 May 2008 13:41:10', '733187.57026243350')
(4136, '112.10', '194.32', 'Sun, 25 May 2008 13:41:13', '733187.57029706589')
(4137, '112.10', '194.32', 'Sun, 25 May 2008 13:41:16', '733187.57033187291')
(4138, '112.10', '194.32', 'Sun, 25 May 2008 13:41:19', '733187.57036650495')
(4139, '112.10', '193.62', 'Sun, 25 May 2008 13:41:22', '733187.57040131197')
(4140, '112.10', '193.62', 'Sun, 25 May 2008 13:41:25', '733187.57043612958')
(4141, '112.10', '192.92', 'Sun, 25 May 2008 13:41:28', '733187.57047075022')
(4142, '112.10', '193.62', 'Sun, 25 May 2008 13:41:31', '733187.57050556818')
(4143, '112.10', '193.62', 'Sun, 25 May 2008 13:41:34', '733187.57054018928')
(4144, '112.10', '193.62', 'Sun, 25 May 2008 13:41:37', '733187.57057499560')
(4145, '112.10', '193.62', 'Sun, 25 May 2008 13:41:40', '733187.57060962904')
(4146, '112.10', '193.62', 'Sun, 25 May 2008 13:41:43', '733187.57064443477')
(4147, '112.10', '192.92', 'Sun, 25 May 2008 13:41:46', '733187.57067906845')
(4148, '111.87', '192.69', 'Sun, 25 May 2008 13:41:49', '733187.57071387395')
(4149, '111.87', '193.39', 'Sun, 25 May 2008 13:41:52', '733187.57074850716')
(4150, '111.87', '192.69', 'Sun, 25 May 2008 13:41:55', '733187.57078331313')
(4151, '111.65', '193.17', 'Sun, 25 May 2008 13:41:58', '733187.57081794646')
(4152, '111.65', '192.47', 'Sun, 25 May 2008 13:42:01', '733187.57085275219')
(4153, '111.65', '193.17', 'Sun, 25 May 2008 13:42:04', '733187.57088738563')
(4154, '111.65', '193.86', 'Sun, 25 May 2008 13:42:07', '733187.57092219125')
(4155, '111.65', '193.17', 'Sun, 25 May 2008 13:42:10', '733187.57095682458')
(4156, '111.65', '193.17', 'Sun, 25 May 2008 13:42:13', '733187.57099162997')
(4157, '111.42', '192.94', 'Sun, 25 May 2008 13:42:16', '733187.57102626399')
(4158, '111.42', '192.94', 'Sun, 25 May 2008 13:42:19', '733187.57106106891')
(4159, '111.20', '193.41', 'Sun, 25 May 2008 13:42:22', '733187.57109570235')
(4160, '111.20', '194.09', 'Sun, 25 May 2008 13:42:25', '733187.57113050821')
(4161, '111.20', '194.09', 'Sun, 25 May 2008 13:42:28', '733187.57116514130')
(4162, '111.20', '194.09', 'Sun, 25 May 2008 13:42:31', '733187.57119994750')
(4163, '110.97', '193.86', 'Sun, 25 May 2008 13:42:34', '733187.57123456895')
(4164, '110.97', '194.56', 'Sun, 25 May 2008 13:42:37', '733187.57126938645')
(4165, '110.97', '194.56', 'Sun, 25 May 2008 13:42:40', '733187.57130400767')
(4166, '110.97', '194.56', 'Sun, 25 May 2008 13:42:43', '733187.57133882539')
(4167, '110.75', '194.32', 'Sun, 25 May 2008 13:42:46', '733187.57137344708')
(4168, '110.75', '195.03', 'Sun, 25 May 2008 13:42:49', '733187.57140826480')
(4169, '110.75', '195.03', 'Sun, 25 May 2008 13:42:52', '733187.57144288591')
(4170, '110.75', '195.03', 'Sun, 25 May 2008 13:42:55', '733187.57147770398')
(4171, '110.75', '195.03', 'Sun, 25 May 2008 13:42:58', '733187.57151251053')
(4172, '110.75', '195.03', 'Sun, 25 May 2008 13:43:01', '733187.57154714316')
(4173, '110.75', '195.03', 'Sun, 25 May 2008 13:43:04', '733187.57158194948')
(4174, '110.75', '194.32', 'Sun, 25 May 2008 13:43:07', '733187.57161658176')
(4175, '110.75', '195.03', 'Sun, 25 May 2008 13:43:10', '733187.57165138866')
(4176, '110.75', '195.71', 'Sun, 25 May 2008 13:43:13', '733187.57168602082')
(4177, '110.75', '195.03', 'Sun, 25 May 2008 13:43:16', '733187.57172082784')
(4178, '110.52', '194.79', 'Sun, 25 May 2008 13:43:19', '733187.57175546000')
(4179, '110.75', '194.32', 'Sun, 25 May 2008 13:43:22', '733187.57179026690')
(4180, '110.52', '194.79', 'Sun, 25 May 2008 13:43:25', '733187.57182489906')
(4181, '110.52', '194.79', 'Sun, 25 May 2008 13:43:28', '733187.57185970573')
(4182, '110.30', '195.26', 'Sun, 25 May 2008 13:43:31', '733187.57189433835')
(4183, '110.07', '194.34', 'Sun, 25 May 2008 13:43:34', '733187.57192914514')
(4184, '110.07', '194.34', 'Sun, 25 May 2008 13:43:37', '733187.57196376589')
(4185, '110.07', '194.34', 'Sun, 25 May 2008 13:43:40', '733187.57199858432')
(4186, '109.85', '194.11', 'Sun, 25 May 2008 13:43:43', '733187.57203320530')
(4187, '109.85', '194.81', 'Sun, 25 May 2008 13:43:46', '733187.57206802373')
(4188, '109.62', '194.58', 'Sun, 25 May 2008 13:43:49', '733187.57210264425')
(4189, '109.62', '194.58', 'Sun, 25 May 2008 13:43:52', '733187.57213746209')
(4190, '109.40', '194.36', 'Sun, 25 May 2008 13:43:55', '733187.57217208284')
(4191, '109.62', '194.58', 'Sun, 25 May 2008 13:43:58', '733187.57220690139')
(4192, '109.62', '194.58', 'Sun, 25 May 2008 13:44:01', '733187.57224152214')
(4193, '109.62', '194.58', 'Sun, 25 May 2008 13:44:04', '733187.57227634045')
(4194, '109.62', '194.58', 'Sun, 25 May 2008 13:44:07', '733187.57231114618')
(4195, '109.62', '194.58', 'Sun, 25 May 2008 13:44:10', '733187.57234577963')
(4196, '109.62', '194.58', 'Sun, 25 May 2008 13:44:13', '733187.57238058536')
(4197, '109.85', '195.49', 'Sun, 25 May 2008 13:44:16', '733187.57241521892')
(4198, '109.85', '194.81', 'Sun, 25 May 2008 13:44:19', '733187.57245002454')
(4199, '109.85', '194.81', 'Sun, 25 May 2008 13:44:22', '733187.57248465798')
(4200, '109.85', '195.49', 'Sun, 25 May 2008 13:44:25', '733187.57251946384')
(4201, '109.62', '194.58', 'Sun, 25 May 2008 13:44:28', '733187.57255409646')
(4202, '109.85', '194.11', 'Sun, 25 May 2008 13:44:31', '733187.57258890301')
(4203, '109.85', '194.81', 'Sun, 25 May 2008 13:44:34', '733187.57262353564')
(4204, '109.85', '194.11', 'Sun, 25 May 2008 13:44:37', '733187.57265834138')
(4205, '109.85', '194.81', 'Sun, 25 May 2008 13:44:40', '733187.57269296306')
(4206, '109.62', '193.87', 'Sun, 25 May 2008 13:44:43', '733187.57272778056')
(4207, '109.62', '193.87', 'Sun, 25 May 2008 13:44:46', '733187.57276240247')
(4208, '109.62', '193.87', 'Sun, 25 May 2008 13:44:49', '733187.57279721973')
(4209, '109.40', '193.66', 'Sun, 25 May 2008 13:44:52', '733187.57283184153')
(4210, '109.40', '193.66', 'Sun, 25 May 2008 13:44:55', '733187.57286665891')
(4211, '109.40', '193.66', 'Sun, 25 May 2008 13:44:58', '733187.57290128071')
(4212, '109.40', '193.66', 'Sun, 25 May 2008 13:45:01', '733187.57293609809')
(4213, '109.40', '193.66', 'Sun, 25 May 2008 13:45:04', '733187.57297071989')
(4214, '109.40', '192.97', 'Sun, 25 May 2008 13:45:07', '733187.57300553715')
(4215, '109.62', '193.87', 'Sun, 25 May 2008 13:45:10', '733187.57304015895')
(4216, '109.62', '193.19', 'Sun, 25 May 2008 13:45:13', '733187.57307497622')
(4217, '109.62', '193.19', 'Sun, 25 May 2008 13:45:16', '733187.57310959836')
(4218, '109.62', '193.87', 'Sun, 25 May 2008 13:45:19', '733187.57314441551')
(4219, '109.62', '193.19', 'Sun, 25 May 2008 13:45:22', '733187.57317922206')
(4220, '109.62', '193.19', 'Sun, 25 May 2008 13:45:25', '733187.57321385434')
(4221, '109.62', '193.19', 'Sun, 25 May 2008 13:45:28', '733187.57324866112')
(4222, '109.62', '193.19', 'Sun, 25 May 2008 13:45:31', '733187.57328328188')
(4223, '109.85', '193.42', 'Sun, 25 May 2008 13:45:34', '733187.57331810030')
(4224, '109.62', '193.19', 'Sun, 25 May 2008 13:45:37', '733187.57335272082')
(4225, '109.62', '193.19', 'Sun, 25 May 2008 13:45:40', '733187.57338753890')
(4226, '109.85', '193.42', 'Sun, 25 May 2008 13:45:43', '733187.57342215988')
(4227, '109.62', '193.19', 'Sun, 25 May 2008 13:45:46', '733187.57345697808')
(4228, '109.62', '193.19', 'Sun, 25 May 2008 13:45:49', '733187.57349159895')
(4229, '109.85', '193.42', 'Sun, 25 May 2008 13:45:52', '733187.57352641714')
(4230, '109.85', '193.42', 'Sun, 25 May 2008 13:45:55', '733187.57356103836')
(4231, '109.85', '193.42', 'Sun, 25 May 2008 13:45:58', '733187.57359585678')
(4232, '109.85', '193.42', 'Sun, 25 May 2008 13:46:01', '733187.57363047753')
(4233, '109.85', '192.72', 'Sun, 25 May 2008 13:46:04', '733187.57366529678')
(4234, '109.85', '194.11', 'Sun, 25 May 2008 13:46:07', '733187.57369991601')
(4235, '109.85', '193.42', 'Sun, 25 May 2008 13:46:10', '733187.57373473409')
(4236, '109.85', '193.42', 'Sun, 25 May 2008 13:46:13', '733187.57376935519')
(4237, '109.85', '193.42', 'Sun, 25 May 2008 13:46:16', '733187.57380417339')
(4238, '110.07', '193.64', 'Sun, 25 May 2008 13:46:19', '733187.57383879425')
(4239, '109.85', '192.72', 'Sun, 25 May 2008 13:46:22', '733187.57387360069')
(4240, '109.85', '193.42', 'Sun, 25 May 2008 13:46:25', '733187.57390823355')
(4241, '110.07', '193.64', 'Sun, 25 May 2008 13:46:28', '733187.57394304022')
(4242, '109.85', '192.72', 'Sun, 25 May 2008 13:46:31', '733187.57397767284')
(4243, '109.85', '192.72', 'Sun, 25 May 2008 13:46:34', '733187.57401247928')
(4244, '109.85', '192.04', 'Sun, 25 May 2008 13:46:37', '733187.57404711191')
(4245, '109.85', '193.42', 'Sun, 25 May 2008 13:46:40', '733187.57408191857')
(4246, '109.85', '192.72', 'Sun, 25 May 2008 13:46:43', '733187.57411655097')
(4247, '109.85', '192.72', 'Sun, 25 May 2008 13:46:46', '733187.57415135775')
(4248, '109.85', '192.04', 'Sun, 25 May 2008 13:46:49', '733187.57418599026')
(4249, '109.85', '192.72', 'Sun, 25 May 2008 13:46:52', '733187.57422079635')
(4250, '109.85', '192.72', 'Sun, 25 May 2008 13:46:55', '733187.57425561396')
(4251, '109.85', '192.72', 'Sun, 25 May 2008 13:46:58', '733187.57429023576')
(4252, '109.85', '192.72', 'Sun, 25 May 2008 13:47:01', '733187.57432505314')
(4253, '110.07', '192.96', 'Sun, 25 May 2008 13:47:04', '733187.57435967482')
(4254, '109.85', '192.72', 'Sun, 25 May 2008 13:47:07', '733187.57439449208')
(4255, '110.07', '192.96', 'Sun, 25 May 2008 13:47:10', '733187.57442911400')
(4256, '109.85', '192.72', 'Sun, 25 May 2008 13:47:13', '733187.57446393126')
(4257, '110.07', '192.96', 'Sun, 25 May 2008 13:47:16', '733187.57449855329')
(4258, '109.85', '192.72', 'Sun, 25 May 2008 13:47:19', '733187.57453335880')
(4259, '109.85', '192.72', 'Sun, 25 May 2008 13:47:22', '733187.57456799212')
(4260, '109.85', '192.72', 'Sun, 25 May 2008 13:47:25', '733187.57460279809')
(4261, '109.85', '192.72', 'Sun, 25 May 2008 13:47:28', '733187.57463743142')
(4262, '109.85', '192.72', 'Sun, 25 May 2008 13:47:31', '733187.57467223727')
(4263, '109.85', '192.72', 'Sun, 25 May 2008 13:47:34', '733187.57470687071')
(4264, '109.85', '192.04', 'Sun, 25 May 2008 13:47:37', '733187.57474167657')
(4265, '109.85', '192.72', 'Sun, 25 May 2008 13:47:40', '733187.57477630966')
(4266, '109.85', '192.72', 'Sun, 25 May 2008 13:47:43', '733187.57481111493')
(4267, '109.62', '192.49', 'Sun, 25 May 2008 13:47:46', '733187.57484574826')
(4268, '109.62', '192.49', 'Sun, 25 May 2008 13:47:49', '733187.57488055399')
(4269, '109.62', '193.19', 'Sun, 25 May 2008 13:47:52', '733187.57491518708')
(4270, '109.62', '193.19', 'Sun, 25 May 2008 13:47:55', '733187.57494999317')
(4271, '109.40', '192.97', 'Sun, 25 May 2008 13:47:58', '733187.57498462661')
(4272, '109.40', '192.97', 'Sun, 25 May 2008 13:48:01', '733187.57501943246')
(4273, '109.40', '192.27', 'Sun, 25 May 2008 13:48:04', '733187.57505406567')
(4274, '109.40', '192.97', 'Sun, 25 May 2008 13:48:07', '733187.57508887176')
(4275, '109.40', '192.97', 'Sun, 25 May 2008 13:48:10', '733187.57512350485')
(4276, '109.40', '192.97', 'Sun, 25 May 2008 13:48:13', '733187.57515831070')
(4277, '109.40', '192.97', 'Sun, 25 May 2008 13:48:16', '733187.57519293262')
(4278, '109.40', '192.97', 'Sun, 25 May 2008 13:48:19', '733187.57522774977')
(4279, '109.40', '193.66', 'Sun, 25 May 2008 13:48:22', '733187.57526237180')
(4280, '109.40', '192.97', 'Sun, 25 May 2008 13:48:25', '733187.57529718918')
(4281, '109.40', '192.97', 'Sun, 25 May 2008 13:48:28', '733187.57533199596')
(4282, '109.40', '193.66', 'Sun, 25 May 2008 13:48:31', '733187.57536662766')
(4283, '109.40', '192.97', 'Sun, 25 May 2008 13:48:34', '733187.57540143456')
(4284, '109.40', '192.97', 'Sun, 25 May 2008 13:48:37', '733187.57543606672')
(4285, '109.40', '192.97', 'Sun, 25 May 2008 13:48:40', '733187.57547087362')
(4286, '109.40', '192.97', 'Sun, 25 May 2008 13:48:43', '733187.57550550590')
(4287, '109.40', '194.36', 'Sun, 25 May 2008 13:48:46', '733187.57554031292')
(4288, '109.40', '193.66', 'Sun, 25 May 2008 13:48:49', '733187.57557494508')
(4289, '109.40', '192.97', 'Sun, 25 May 2008 13:48:52', '733187.57560975198')
(4290, '109.40', '193.66', 'Sun, 25 May 2008 13:48:55', '733187.57564456947')
(4291, '109.17', '192.72', 'Sun, 25 May 2008 13:48:58', '733187.57567919139')
(4292, '109.17', '193.42', 'Sun, 25 May 2008 13:49:01', '733187.57571400877')
(4293, '109.40', '193.66', 'Sun, 25 May 2008 13:49:04', '733187.57574881555')
(4294, '109.17', '192.72', 'Sun, 25 May 2008 13:49:07', '733187.57578363281')
(4295, '109.40', '192.97', 'Sun, 25 May 2008 13:49:10', '733187.57581825473')
(4296, '109.40', '192.97', 'Sun, 25 May 2008 13:49:13', '733187.57585306047')
(4297, '109.17', '192.72', 'Sun, 25 May 2008 13:49:16', '733187.57588787866')
(4298, '109.40', '192.97', 'Sun, 25 May 2008 13:49:19', '733187.57592268439')
(4299, '109.40', '192.27', 'Sun, 25 May 2008 13:49:22', '733187.57595731772')
(4300, '109.40', '192.97', 'Sun, 25 May 2008 13:49:25', '733187.57599212357')
(4301, '109.40', '192.97', 'Sun, 25 May 2008 13:49:28', '733187.57602694200')
(4302, '109.40', '192.97', 'Sun, 25 May 2008 13:49:31', '733187.57606174808')
(4303, '109.40', '192.97', 'Sun, 25 May 2008 13:49:34', '733187.57609638118')
(4304, '109.40', '192.97', 'Sun, 25 May 2008 13:49:37', '733187.57613118691')
(4305, '109.40', '192.97', 'Sun, 25 May 2008 13:49:40', '733187.57616600546')
(4306, '109.40', '192.97', 'Sun, 25 May 2008 13:49:43', '733187.57620081131')
(4307, '109.40', '193.66', 'Sun, 25 May 2008 13:49:46', '733187.57623544487')
(4308, '109.40', '193.66', 'Sun, 25 May 2008 13:49:49', '733187.57627025049')
(4309, '109.17', '192.72', 'Sun, 25 May 2008 13:49:52', '733187.57630506903')
(4310, '109.40', '193.66', 'Sun, 25 May 2008 13:49:55', '733187.57633987500')
(4311, '109.17', '193.42', 'Sun, 25 May 2008 13:49:58', '733187.57637469331')
(4312, '109.17', '193.42', 'Sun, 25 May 2008 13:50:01', '733187.57640931348')
(4313, '109.40', '192.97', 'Sun, 25 May 2008 13:50:04', '733187.57644413225')
(4314, '109.40', '193.66', 'Sun, 25 May 2008 13:50:07', '733187.57647893787')
(4315, '109.40', '193.66', 'Sun, 25 May 2008 13:50:10', '733187.57651375630')
(4316, '109.40', '193.66', 'Sun, 25 May 2008 13:50:13', '733187.57654837694')
(4317, '109.40', '192.97', 'Sun, 25 May 2008 13:50:16', '733187.57658318407')
(4318, '109.40', '193.66', 'Sun, 25 May 2008 13:50:19', '733187.57661781623')
(4319, '109.40', '192.97', 'Sun, 25 May 2008 13:50:22', '733187.57665262313')
(4320, '109.40', '192.97', 'Sun, 25 May 2008 13:50:25', '733187.57668725541')
(4321, '109.40', '193.66', 'Sun, 25 May 2008 13:50:28', '733187.57672206219')
(4322, '109.40', '193.66', 'Sun, 25 May 2008 13:50:31', '733187.57675687969')
(4323, '109.40', '193.66', 'Sun, 25 May 2008 13:50:34', '733187.57679150137')
(4324, '109.62', '193.19', 'Sun, 25 May 2008 13:50:37', '733187.57682631863')
(4325, '109.62', '193.19', 'Sun, 25 May 2008 13:50:40', '733187.57686094043')
(4326, '109.62', '193.19', 'Sun, 25 May 2008 13:50:43', '733187.57689575781')
(4327, '109.62', '193.19', 'Sun, 25 May 2008 13:50:46', '733187.57693037950')
(4328, '109.62', '193.19', 'Sun, 25 May 2008 13:50:49', '733187.57696519652')
(4329, '109.62', '193.19', 'Sun, 25 May 2008 13:50:52', '733187.57699981832')
(4330, '109.62', '193.19', 'Sun, 25 May 2008 13:50:55', '733187.57703463570')
(4331, '109.62', '193.19', 'Sun, 25 May 2008 13:50:58', '733187.57706944249')
(4332, '109.85', '192.72', 'Sun, 25 May 2008 13:51:01', '733187.57710407535')
(4333, '109.85', '193.42', 'Sun, 25 May 2008 13:51:04', '733187.57713888178')
(4334, '109.85', '193.42', 'Sun, 25 May 2008 13:51:07', '733187.57717351394')
(4335, '109.85', '193.42', 'Sun, 25 May 2008 13:51:10', '733187.57720832096')
(4336, '109.85', '193.42', 'Sun, 25 May 2008 13:51:13', '733187.57724294148')
(4337, '109.85', '193.42', 'Sun, 25 May 2008 13:51:16', '733187.57727776025')
(4338, '109.85', '193.42', 'Sun, 25 May 2008 13:51:19', '733187.57731238077')
(4339, '109.85', '194.11', 'Sun, 25 May 2008 13:51:22', '733187.57734719897')
(4340, '109.85', '193.42', 'Sun, 25 May 2008 13:51:25', '733187.57738181995')
(4341, '109.85', '194.11', 'Sun, 25 May 2008 13:51:28', '733187.57741663815')
(4342, '109.85', '193.42', 'Sun, 25 May 2008 13:51:31', '733187.57745125936')
(4343, '110.07', '193.64', 'Sun, 25 May 2008 13:51:34', '733187.57748607721')
(4344, '110.07', '193.64', 'Sun, 25 May 2008 13:51:37', '733187.57752088271')
(4345, '110.07', '194.34', 'Sun, 25 May 2008 13:51:40', '733187.57755551592')
(4346, '110.07', '193.64', 'Sun, 25 May 2008 13:51:43', '733187.57759032201')
(4347, '110.07', '193.64', 'Sun, 25 May 2008 13:51:46', '733187.57762495521')
(4348, '110.07', '193.64', 'Sun, 25 May 2008 13:51:49', '733187.57765976095')
(4349, '110.07', '193.64', 'Sun, 25 May 2008 13:51:52', '733187.57769439416')
(4350, '110.07', '193.64', 'Sun, 25 May 2008 13:51:55', '733187.57772920025')
(4351, '110.07', '192.96', 'Sun, 25 May 2008 13:51:58', '733187.57776383322')
(4352, '110.30', '193.87', 'Sun, 25 May 2008 13:52:01', '733187.57779863931')
(4353, '110.30', '193.19', 'Sun, 25 May 2008 13:52:04', '733187.57783327240')
(4354, '110.30', '193.19', 'Sun, 25 May 2008 13:52:07', '733187.57786807849')
(4355, '110.30', '193.19', 'Sun, 25 May 2008 13:52:10', '733187.57790271135')
(4356, '110.30', '193.19', 'Sun, 25 May 2008 13:52:13', '733187.57793751766')
(4357, '110.30', '193.19', 'Sun, 25 May 2008 13:52:16', '733187.57797213958')
(4358, '110.30', '193.19', 'Sun, 25 May 2008 13:52:19', '733187.57800695638')
(4359, '110.30', '193.19', 'Sun, 25 May 2008 13:52:22', '733187.57804157829')
(4360, '110.30', '193.19', 'Sun, 25 May 2008 13:52:25', '733187.57807639544')
(4361, '110.30', '193.87', 'Sun, 25 May 2008 13:52:28', '733187.57811101689')
(4362, '110.30', '193.19', 'Sun, 25 May 2008 13:52:31', '733187.57814583462')
(4363, '110.30', '193.19', 'Sun, 25 May 2008 13:52:34', '733187.57818045595')
(4364, '110.52', '193.41', 'Sun, 25 May 2008 13:52:37', '733187.57821527380')
(4365, '110.52', '194.09', 'Sun, 25 May 2008 13:52:40', '733187.57824989513')
(4366, '110.52', '194.09', 'Sun, 25 May 2008 13:52:43', '733187.57828471286')
(4367, '110.52', '194.09', 'Sun, 25 May 2008 13:52:46', '733187.57831933454')
(4368, '110.52', '193.41', 'Sun, 25 May 2008 13:52:49', '733187.57835415192')
(4369, '110.52', '193.41', 'Sun, 25 May 2008 13:52:52', '733187.57838877337')
(4370, '110.52', '193.41', 'Sun, 25 May 2008 13:52:55', '733187.57842359121')
(4371, '110.52', '192.70', 'Sun, 25 May 2008 13:52:58', '733187.57845821267')
(4372, '110.52', '192.70', 'Sun, 25 May 2008 13:53:01', '733187.57849303028')
(4373, '110.75', '193.64', 'Sun, 25 May 2008 13:53:04', '733187.57852783648')
(4374, '110.75', '193.64', 'Sun, 25 May 2008 13:53:07', '733187.57856246771')
(4375, '110.75', '193.64', 'Sun, 25 May 2008 13:53:10', '733187.57859727566')
(4376, '110.75', '193.64', 'Sun, 25 May 2008 13:53:13', '733187.57863190828')
(4377, '110.75', '194.32', 'Sun, 25 May 2008 13:53:16', '733187.57866671507')
(4378, '110.75', '193.64', 'Sun, 25 May 2008 13:53:19', '733187.57870133559')
(4379, '110.75', '192.96', 'Sun, 25 May 2008 13:53:22', '733187.57873615378')
(4380, '110.75', '192.96', 'Sun, 25 May 2008 13:53:25', '733187.57877077488')
(4381, '110.75', '193.64', 'Sun, 25 May 2008 13:53:28', '733187.57880559296')
(4382, '110.75', '192.96', 'Sun, 25 May 2008 13:53:31', '733187.57884021394')
(4383, '110.75', '193.64', 'Sun, 25 May 2008 13:53:34', '733187.57887503214')
(4384, '110.75', '192.96', 'Sun, 25 May 2008 13:53:37', '733187.57890965312')
(4385, '110.75', '192.96', 'Sun, 25 May 2008 13:53:40', '733187.57894447132')
(4386, '110.75', '193.64', 'Sun, 25 May 2008 13:53:43', '733187.57897909218')
(4387, '110.75', '192.96', 'Sun, 25 May 2008 13:53:46', '733187.57901391061')
(4388, '110.75', '192.96', 'Sun, 25 May 2008 13:53:49', '733187.57904853160')
(4389, '110.75', '192.96', 'Sun, 25 May 2008 13:53:52', '733187.57908334967')
(4390, '110.75', '192.96', 'Sun, 25 May 2008 13:53:55', '733187.57911797008')
